Date,Value
2022-12-25,63185432.0
2022-12-26,66766594.0
2022-12-27,70069204.0
2022-12-28,72092044.0
2022-12-29,73239810.0
2022-12-30,73171666.0
2022-12-31,72075942.0
2023-01-01,69511082.0
2023-01-02,65512439.0
2023-01-03,60790444.0
2023-01-04,55410623.0
2023-01-05,49355547.0
2023-01-06,43815356.0
2023-01-07,38816561.0
2023-01-08,34644749.0
2023-01-09,30376315.0
2023-01-10,26241747.0
2023-01-11,23100858.0
2023-01-12,20333817.0
2023-01-13,18067617.0
2023-01-14,16013552.0
2023-01-15,14412280.0
2023-01-16,13178888.0
2023-01-17,11915523.0
2023-01-18,10678239.0
2023-01-19,9569982.0
2023-01-20,8376333.0
2023-01-21,7517037.0
2023-01-22,6778044.0
2023-01-23,6245525.0
2023-01-24,5811224.0
2023-01-25,5352551.0
2023-01-26,4923644.0
2023-01-27,4442044.0
2023-01-28,4145955.0
2023-01-29,3924319.0
2023-01-30,3717904.0
2023-01-31,3519559.0
2023-02-01,3364965.0
2023-02-02,3207076.0
2023-02-03,3096473.0
2023-02-04,2993049.0
2023-02-05,2919734.0
2023-02-06,2873136.0
2023-02-07,2839491.0
2023-02-08,2786775.0
2023-02-09,2742730.0
2023-02-10,2690377.0
2023-02-11,2669143.0
2023-02-12,2607154.0
2023-02-13,2582608.0
2023-02-14,2560871.0
2023-02-15,2531826.0
2023-02-16,2513341.0
2023-02-17,2407925.0
2023-02-18,2392634.0
2023-02-19,2390725.0
2023-02-20,2373781.0
2023-02-21,2349467.0
2023-02-22,2321324.0
2023-02-23,2299144.0
2023-02-24,1978634.0
2023-02-25,2211361.0
2023-02-26,2253458.0
2023-02-27,2246657.0
2023-02-28,2229726.0
2023-03-01,2201254.0
2023-03-02,2205949.0
2023-03-03,1948765.0
2023-03-04,2118962.0
2023-03-05,2133290.0
2023-03-06,2134328.0
2023-03-07,2116611.0
2023-03-08,2094200.0
2023-03-09,2068969.0
2023-03-10,2051363.0
2023-03-11,1941685.0
2023-03-12,1916733.0
2023-03-13,1966330.0
2023-03-14,1953057.0
2023-03-15,1926980.0
2023-03-16,1888253.0
2023-03-17,1875320.0
2023-03-18,1788949.0
2023-03-19,1750224.0
2023-03-20,1800049.0
2023-03-21,1792985.0
2023-03-22,1769297.0
2023-03-23,1759379.0
2023-03-24,1756478.0
2023-03-25,1716527.0
2023-03-26,1700302.0
2023-03-27,1643516.0
2023-03-28,1628893.0
2023-03-29,1605405.0
2023-03-30,1639881.0
2023-03-31,1606536.0
2023-04-01,1618943.0
2023-04-02,1593311.0
2023-04-03,1547230.0
2023-04-04,1549963.0
2023-04-05,1541587.0
2023-04-06,1524317.0
2023-04-07,1508015.0
2023-04-08,1316684.0
2023-04-09,1461227.0
2023-04-10,1476116.0
2023-04-11,1468345.0
2023-04-12,1449238.0
2023-04-13,1404329.0
2023-04-14,1434137.0
2023-04-15,1244854.0
2023-04-16,1406253.0
2023-04-17,1410776.0
2023-04-18,1387106.0
2023-04-19,1418593.0
2023-04-20,1425523.0
2023-04-21,1445245.0
2023-04-22,1454370.0
2023-04-23,1447200.0
2023-04-24,1452663.0
2023-04-25,1437315.0
2023-04-26,1477965.0
2023-04-27,1468386.0
2023-04-28,1457484.0
2023-04-29,1455837.0
2023-04-30,1432146.0
2023-05-01,1427258.0
2023-05-02,1410333.0
2023-05-03,1391391.0
2023-05-04,1388825.0
2023-05-05,1379283.0
2023-05-06,1360049.0
2023-05-07,1303537.0
2023-05-08,1314850.0
2023-05-09,1314376.0
2023-05-10,1282610.0
2023-05-11,1261246.0
2023-05-12,1230719.0
2023-05-13,1209311.0
2023-05-14,1160736.0
2023-05-15,1092443.0
2023-05-16,1047432.0
2023-05-17,965527.0
